"","activity","subject","Time_Body_Acceleration_mean","Time_Gravity_Acceleration_mean","Time_Body_AccelerationJerk_mean","Time_Body_Gyroscope_mean","Time_Body_GyroscopeJerk_mean","Time_Body_Mags__mean","Time_Gravity_AccelerationMag_mean","Time_Body_Acceleration_Jerk_Mags__mean","Time_Body_GyroscopeMag_mean","Time_Body_GyroscopeJerkMag_mean","Frequency_Body_Acceleration_mean","Frequency_Body_AccelerationJerk_mean","Frequency_Body_Gyroscope_mean","Frequency_Body_AccelerationMag_mean","Frequency_Body_AccelerationJerkMag_mean","Frequency_Body_GyroscopeMag_mean","Frequency_Body_GyroscopeJerkMag_mean","Time_Body_Acceleration_std_deviation","Time_Gravity_Acceleration_std_deviation","Time_Body_AccelerationJerk_std_deviation","Time_Body_Gyroscope_std_deviation","Time_Body_GyroscopeJerk_std_deviation","Time_Body_Mags__std_deviation","Time_Gravity_AccelerationMag_std_deviation","Time_Body_Acceleration_Jerk_Mags__std_deviation","Time_Body_GyroscopeMag_std_deviation","Time_Body_GyroscopeJerkMag_std_deviation","Frequency_Body_Acceleration_std_deviation","Frequency_Body_AccelerationJerk_std_deviation","Frequency_Body_Gyroscope_std_deviation","Frequency_Body_AccelerationMag_std_deviation","Frequency_Body_AccelerationJerkMag_std_deviation","Frequency_Body_GyroscopeMag_std_deviation","Frequency_Body_GyroscopeJerkMag_std_deviation"
"41","SITTING",11,0.276590197358491,0.871963798301887,0.0761777324716981,-0.0399984915849057,-0.0948423481320755,-0.961970763773585,-0.961970763773585,-0.97935563509434,-0.951884472075472,-0.989519031132076,-0.981481454339623,-0.980831750377358,-0.985106875471698,-0.953066009056604,-0.975315331509434,-0.969799951132076,-0.987255972641509,-0.982796562075472,-0.988069341132075,-0.980335163584906,-0.988164911509434,-0.990501518301887,-0.944581826415094,-0.944581826415094,-0.974511726792453,-0.959964488301887,-0.986256664716981,-0.983389810188679,-0.981607942075472,-0.989189512641509,-0.948521986037736,-0.972289134150943,-0.960711241886792,-0.985607229245283
"42","SITTING",12,0.275007224901961,0.926228975490196,0.0771277656078431,-0.0424159182941176,-0.0941023489803922,-0.952176621372549,-0.952176621372549,-0.974734489803922,-0.941907240784314,-0.980392337647059,-0.97966614372549,-0.977109887058824,-0.968528985294118,-0.955944253137255,-0.971715268627451,-0.958511866666667,-0.97848445372549,-0.982568781960784,-0.985203642352941,-0.976494200784314,-0.974425351960784,-0.977329927254902,-0.947517100196078,-0.947517100196078,-0.972745892745098,-0.946769241568627,-0.978260535882353,-0.98399947745098,-0.977980349019608,-0.976339901372549,-0.950647188823529,-0.972951443333333,-0.948460978823529,-0.979256387058824
"43","SITTING",13,0.274328499591837,0.92557651244898,0.0752865881142857,-0.0355124856836735,-0.095919848877551,-0.957690563673469,-0.957690563673469,-0.989497838979592,-0.951142644081633,-0.992604304489796,-0.990135477755102,-0.992678212653061,-0.983218202857143,-0.956901559653061,-0.988348535306122,-0.973258277755102,-0.991723741632653,-0.989546275306122,-0.981379112653061,-0.992827264081633,-0.985844263265306,-0.991371016938775,-0.937935738571429,-0.937935738571429,-0.988813098163265,-0.963940591428571,-0.991414934897959,-0.989410582653061,-0.99368217,-0.986714694081633,-0.938529931020408,-0.988332303469388,-0.96426809755102,-0.991219445918367
"44","SITTING",14,0.279990577037037,0.939038759814815,0.0741878844074074,-0.0440403326851852,-0.0921614578888889,-0.944197943703704,-0.944197943703704,-0.976521006111111,-0.942756369259259,-0.988317606666667,-0.976456609259259,-0.981566649444444,-0.978577117592593,-0.940589853333333,-0.972985342962963,-0.963320540555556,-0.987324239259259,-0.976302248148148,-0.976280399444444,-0.980890655185185,-0.980829981481481,-0.990284240185185,-0.92549582962963,-0.92549582962963,-0.973343388888889,-0.947081158333333,-0.986963989814815,-0.976303056851852,-0.981920831111111,-0.981573087222222,-0.929193937222222,-0.972959409444444,-0.946517963703704,-0.987065177777778
"45","SITTING",15,0.27290337979661,0.89036426220339,0.0784792788644068,-0.0377111130338983,-0.0953649067966102,-0.958669836271186,-0.958669836271186,-0.986107839152542,-0.957331628305085,-0.992188893898305,-0.986619609491525,-0.988106102033898,-0.986152580338983,-0.949752001322034,-0.984689437118644,-0.973762179830509,-0.990180959322034,-0.987084356101695,-0.982620883728814,-0.988162333898305,-0.988204115254237,-0.992889042711864,-0.93797790559322,-0.93797790559322,-0.984639018474576,-0.963475074915254,-0.989720049491525,-0.987384778983051,-0.989314359661017,-0.988881930508475,-0.941195938135593,-0.983276251694915,-0.963378228474576,-0.989503941694915
"46","SITTING",16,0.280768574492754,0.942457377971014,0.0734346720289855,-0.0412014042275362,-0.0957204520289855,-0.961879680724638,-0.961879680724638,-0.987472699130435,-0.946417382463768,-0.992444606231884,-0.987043828985507,-0.990964251304348,-0.978632856956522,-0.958335480724638,-0.983968635942029,-0.954060994347826,-0.989363136376812,-0.986825605362319,-0.980158243333333,-0.990861134782609,-0.981037373333333,-0.98958327942029,-0.941051236086957,-0.941051236086957,-0.983615334057971,-0.937942404637681,-0.988261252608696,-0.986892418405797,-0.991567867681159,-0.982057861449275,-0.942588250115942,-0.982190554782609,-0.938863215072464,-0.987506348985507
"47","SITTING",17,0.2773570196875,0.94488374765625,0.075070986171875,-0.042549159015625,-0.094247696875,-0.97274734640625,-0.97274734640625,-0.99281471515625,-0.967177744375,-0.996334795,-0.9939693815625,-0.99454262109375,-0.98841106765625,-0.973626755,-0.99142725046875,-0.98336929234375,-0.995204564375,-0.9944439053125,-0.99019661703125,-0.99434060296875,-0.98963832578125,-0.9952559371875,-0.96506519109375,-0.96506519109375,-0.99144649921875,-0.97541025484375,-0.994446755625,-0.99465731359375,-0.9946131621875,-0.99004126046875,-0.9653996796875,-0.99031962640625,-0.97471085296875,-0.99362452375
"48","SITTING",18,0.27727001877193,0.909816469298246,0.076622889,-0.0333057034385965,-0.0954723233684211,-0.983674151754386,-0.983674151754386,-0.989869574561404,-0.977634992105263,-0.994873439824561,-0.993144920175439,-0.991924709824561,-0.989961500350877,-0.984781467192982,-0.990407075964912,-0.986535242105263,-0.99480818754386,-0.994347988596491,-0.994043771403509,-0.991624662105263,-0.991956958947368,-0.994170190701754,-0.981595285964912,-0.981595285964912,-0.991159350526316,-0.981372675614035,-0.994868913508772,-0.994906565789474,-0.992039060701754,-0.992575399473684,-0.982226151578947,-0.991044297894737,-0.981252632807018,-0.994967621754386
"49","SITTING",19,0.273830316164384,0.581371509041096,0.0753747129191781,-0.0214151280054795,-0.100986131452055,-0.962074065616438,-0.962074065616438,-0.986423976027397,-0.942229043835616,-0.989450316575342,-0.979238031780822,-0.986775590136986,-0.981743664931507,-0.962632577945206,-0.983751646712329,-0.964238768493151,-0.986727418493151,-0.976357663013699,-0.969355010136986,-0.987043285479452,-0.984625306849315,-0.988464752739726,-0.951755657260274,-0.951755657260274,-0.984205184931507,-0.950491807945205,-0.985831284657534,-0.975204245342466,-0.988576991369863,-0.985576048219178,-0.952802277671233,-0.983687272739726,-0.950484417260274,-0.985416444657534
"50","SITTING",20,0.278045439090909,0.924454522424242,0.0746568393030303,-0.036405928969697,-0.0959970816060606,-0.952738043030303,-0.952738043030303,-0.978774578333333,-0.939574435606061,-0.983010276060606,-0.981203064242424,-0.982243603030303,-0.969913284393939,-0.946913451666667,-0.971730462575758,-0.953399068181818,-0.976108353787879,-0.983081858939394,-0.985829034393939,-0.982078229242424,-0.976309017121212,-0.977414910909091,-0.937764028181818,-0.937764028181818,-0.972537871515151,-0.941069909848485,-0.97507615,-0.98397837530303,-0.983565760757576,-0.978433538484848,-0.942151231515152,-0.972597744242424,-0.943725755909091,-0.975226588333333
"51","SITTING",21,0.277539616823529,0.940031368,0.0757109789882353,-0.0198712820612471,-0.101114775129412,-0.974734999411765,-0.974734999411765,-0.985947225176471,-0.964971113764706,-0.990307349882353,-0.990610228,-0.989759187058823,-0.984893559764706,-0.974829227058824,-0.985342358705882,-0.977839702352941,-0.990014272588235,-0.991777287176471,-0.992936404470588,-0.989439392235294,-0.988410501294118,-0.989472968470588,-0.971994251294118,-0.971994251294118,-0.986520865058824,-0.971225061647059,-0.990302232705882,-0.992375229411765,-0.990027822470588,-0.98955931,-0.974447593176471,-0.986991549529412,-0.972027251294118,-0.991062204823529
"52","SITTING",22,0.273583822709677,0.839305928709677,0.0807687311935484,-0.0360430675032258,-0.0986493161935484,-0.942167353870968,-0.942167353870968,-0.979303714032258,-0.942077432741935,-0.98547603483871,-0.978505368225806,-0.980944505967742,-0.977266731129032,-0.943078237096774,-0.968908297096774,-0.951952767258065,-0.977775448387097,-0.978466823709677,-0.972009988709677,-0.981664149193548,-0.981099172419355,-0.985671250322581,-0.924336184035484,-0.924336184035484,-0.968576776774194,-0.933268487096774,-0.976503766290323,-0.97862319016129,-0.984299609032258,-0.982373346290323,-0.926798029822581,-0.967026275967742,-0.93356300983871,-0.976318114516129
"53","SITTING",23,0.273351251617647,0.936509242941176,0.0770022352205882,-0.0472583464367647,-0.0967422192647059,-0.944080772941176,-0.944080772941176,-0.982375503382353,-0.936593426911765,-0.986514066029412,-0.986325670882353,-0.984550863529412,-0.977149986617647,-0.945837830147059,-0.974121466764706,-0.952293277205882,-0.980707211470588,-0.987607636617647,-0.984536722205882,-0.984561803823529,-0.980363734264706,-0.987084633970588,-0.924963263235294,-0.924963263235294,-0.973668776323529,-0.937006097352941,-0.979226997941177,-0.988345258235294,-0.986019630441176,-0.981523241176471,-0.927090118382353,-0.972117016617647,-0.938680776617647,-0.978499038088235
"54","SITTING",24,0.273475690147059,0.919637604411765,0.0763318528529412,-0.0356229619955882,-0.0951782658382353,-0.968979156470588,-0.968979156470588,-0.985555822352941,-0.964633252352941,-0.991306424705882,-0.989529506764706,-0.988857403235294,-0.985676523823529,-0.968905031470588,-0.984469962941177,-0.977973720735294,-0.990854751176471,-0.990593766617647,-0.989660149852941,-0.988564382205882,-0.988111648676471,-0.991442007794118,-0.963779683235294,-0.963779683235294,-0.985418456176471,-0.969257162647059,-0.990724530735294,-0.991100005441176,-0.9892888075,-0.988891551764706,-0.965852262058824,-0.98561372,-0.969105899117647,-0.990933058235294
"55","SITTING",25,0.278541482461538,0.865686078153846,0.0752087009912308,-0.0352052091230769,-0.0954801379692308,-0.970409337076923,-0.970409337076923,-0.989545142461538,-0.966568718615385,-0.99286465,-0.991405498153846,-0.992478846153846,-0.988002552461538,-0.967017992615385,-0.987941825538462,-0.979350913692308,-0.991781701692308,-0.991892828615385,-0.988879980615385,-0.992278621692308,-0.989907584153846,-0.992304653846154,-0.960003414461538,-0.960003414461538,-0.988311804923077,-0.970639125692308,-0.991766403076923,-0.992124279384615,-0.992750109846154,-0.990550003076923,-0.961997268307692,-0.987618801076923,-0.970321897230769,-0.992019559538462
"56","SITTING",26,0.258243530166667,0.782955611794872,0.0764443226333333,-0.0370217449628205,-0.095984817,-0.953079994102564,-0.953079994102564,-0.990898435769231,-0.954052945897436,-0.994466446282051,-0.982579546025641,-0.992025427435897,-0.990144882307692,-0.952411043717949,-0.989481942820513,-0.97646387,-0.993985447564103,-0.979768987948718,-0.965082925641026,-0.99225839525641,-0.991027700512821,-0.995882512051282,-0.933602783410256,-0.933602783410256,-0.989986111666667,-0.964742022307692,-0.994033207051282,-0.978755176794872,-0.99329986051282,-0.991318436410256,-0.934587699141026,-0.989521272820513,-0.963650652307692,-0.99420976974359
"57","SITTING",27,0.273941302571429,0.839464714,0.0779038963571429,-0.0371830822285714,-0.0951635808,-0.979481668857143,-0.979481668857143,-0.989467178285714,-0.963565474,-0.994034710714286,-0.988682108428571,-0.990839607428571,-0.987207904714286,-0.974766466714286,-0.988773269428571,-0.979482820857143,-0.992390264285714,-0.988580107714286,-0.982445738,-0.990658097857143,-0.988492425142857,-0.993640318285714,-0.969526674714286,-0.969526674714286,-0.989200539571429,-0.970782132714286,-0.992112829571429,-0.988659196428571,-0.991292270714286,-0.988984618428571,-0.970885296857143,-0.988531651142857,-0.970528266285714,-0.991967776285714
"58","SITTING",28,0.276977629444444,0.907331309166667,0.0768671621527778,-0.0339018030166667,-0.0953935055833333,-0.955789708611111,-0.955789708611111,-0.973274366805556,-0.955175567083333,-0.981213159305556,-0.979820142638889,-0.976891804583333,-0.973724326388889,-0.953928124027778,-0.969178686666667,-0.960297525,-0.979465868888889,-0.983272806805556,-0.989132499583333,-0.976286679444444,-0.979671983472222,-0.982155662638889,-0.947782703333333,-0.947782703333333,-0.970301646111111,-0.951065984027778,-0.978441918333333,-0.984956708611111,-0.977786782222222,-0.98161514125,-0.952281424444444,-0.970823336388889,-0.953534292638889,-0.97839537
"59","SITTING",29,0.2771799775,0.891563755166667,0.0745438102516667,-0.0379271112333333,-0.0953636995833333,-0.978017021833333,-0.978017021833333,-0.990719807666667,-0.962377332166667,-0.995392308166667,-0.991093963666667,-0.993445760166667,-0.988393569,-0.973346531833333,-0.990093703833333,-0.980269425833333,-0.995063049,-0.9907450195,-0.984679151833333,-0.993525560333333,-0.990178704833333,-0.9933220295,-0.9692903165,-0.9692903165,-0.990531729333333,-0.971578024666667,-0.994905344,-0.990617521,-0.9942201755,-0.990727755166667,-0.971218019833333,-0.989822909333333,-0.971011373,-0.994742028
"60","SITTING",30,0.268336081379032,0.825473836935484,0.0760057731790323,-0.0358426482048387,-0.095270767516129,-0.957487221451613,-0.957487221451613,-0.987799055645161,-0.955847323870968,-0.993737388225806,-0.985008785,-0.988775436451613,-0.987034626451613,-0.959923388064516,-0.985826330967742,-0.973876282903226,-0.991750682096774,-0.983622744193548,-0.978364712258065,-0.988864577419355,-0.988132669516129,-0.993868545483871,-0.942901466612903,-0.942901466612903,-0.98605764,-0.960641288225806,-0.991280225,-0.983231005483871,-0.990017564516129,-0.988484803225806,-0.943543732580645,-0.985294959032258,-0.959513937258065,-0.990946424516129
"61","STANDING",1,0.278917629056604,0.942952000377358,0.0753766542264151,-0.0239877347979245,-0.0996092129056604,-0.984278207358491,-0.984278207358491,-0.992367790566038,-0.976493792830189,-0.994966790566038,-0.995249932641509,-0.994630797358491,-0.986386786037736,-0.985356361132075,-0.99254247754717,-0.984617623396226,-0.994815376981132,-0.995759901509434,-0.99376298509434,-0.994604542264151,-0.987191946603774,-0.992945106981132,-0.981942928867925,-0.981942928867925,-0.993096209433962,-0.978690028679245,-0.994733238679245,-0.99602834509434,-0.995073759245283,-0.987497128679245,-0.982313804716981,-0.992536003396226,-0.978466072075472,-0.994671123207547
"62","STANDING",2,0.277911472222222,0.896928566851852,0.0747588597592593,-0.0238623875712963,-0.105562157888889,-0.965875181296296,-0.965875181296296,-0.980489077407407,-0.963466341851852,-0.983951904259259,-0.983946739814815,-0.980973241666667,-0.967037112037037,-0.964052166481482,-0.977065295555556,-0.961775904814815,-0.977849827407407,-0.987271889259259,-0.986685818703704,-0.981085715555556,-0.972998629814815,-0.979324000740741,-0.957874965,-0.957874965,-0.976675280185185,-0.95394338037037,-0.977204427777778,-0.989056469814815,-0.983007923703704,-0.97498812462963,-0.960519381481482,-0.97516046,-0.956788725740741,-0.977754298148148
"63","STANDING",3,0.280046513278689,0.93503077852459,0.0750900622277049,-0.0246626070770492,-0.0994602620655738,-0.925430819016393,-0.925430819016393,-0.959303840327869,-0.892089349344262,-0.962339339672131,-0.960123409508197,-0.957666856721311,-0.901282267540984,-0.926968932295082,-0.948627467704918,-0.913682362622951,-0.960331717868852,-0.96674254295082,-0.982020428032787,-0.957086489344262,-0.900462227540984,-0.940937642459016,-0.915143303606557,-0.915143303606557,-0.948770043278689,-0.88212522147541,-0.957679766885246,-0.969931287377049,-0.960570921803279,-0.901985672459016,-0.921836076557377,-0.94820681442623,-0.883439718032787,-0.957121510491803
"64","STANDING",4,0.280499745892857,0.95619779125,0.0721328379857143,-0.0306449342357143,-0.103057894142857,-0.906478051785714,-0.906478051785714,-0.963370738392857,-0.900982100535714,-0.967614073928571,-0.973497549642857,-0.972310894285714,-0.905464161964286,-0.917614014821429,-0.956139283571429,-0.914209165714286,-0.964471139464286,-0.97692058,-0.972908355892857,-0.972586541964286,-0.909687974464286,-0.949633878571429,-0.890976683392857,-0.890976683392857,-0.958159482142857,-0.885144317678571,-0.964282784285714,-0.978737637678571,-0.975706723571429,-0.912464793928571,-0.895340042142857,-0.96003249875,-0.887194404285714,-0.9664302175
"65","STANDING",5,0.282544390892857,0.960188699107143,0.0725189859107143,-0.0322711902673214,-0.0922249863035714,-0.906104701071429,-0.906104701071429,-0.956863566071429,-0.900671630714286,-0.958405900892857,-0.964500917321429,-0.963059235178571,-0.909661802321429,-0.9046413925,-0.941825903035714,-0.904543921607143,-0.952286438035714,-0.968591815714286,-0.974088206071429,-0.962647080178571,-0.910395222321429,-0.941930044107143,-0.87977380125,-0.87977380125,-0.942962047678571,-0.867041711785714,-0.947970723571429,-0.97066840875,-0.965778920714286,-0.912780915714286,-0.886745170714286,-0.943601960178571,-0.868913993928571,-0.946196462857143
"66","STANDING",6,0.280346248596491,0.945139003859649,0.0730699604561404,-0.028251913022807,-0.103292534210526,-0.945022876491228,-0.945022876491228,-0.967102436140351,-0.939404744385965,-0.963406222982456,-0.977100287368421,-0.97348053877193,-0.931612384385965,-0.945949804035088,-0.955914005438597,-0.926664297017544,-0.955425138245614,-0.981758159649123,-0.985583066842105,-0.973132635789474,-0.947561298596491,-0.946423593157895,-0.939310249649123,-0.939310249649123,-0.956099145964912,-0.915891572982456,-0.952536233859649,-0.984067374035088,-0.975235677719298,-0.952817395263158,-0.94456410754386,-0.95538157877193,-0.923108761578947,-0.952088499473684
"67","STANDING",7,0.282723539433962,0.958728687924528,0.0751915112830189,-0.0291582212545283,-0.0901539662169811,-0.942724659245283,-0.942724659245283,-0.973381306226415,-0.943425564528302,-0.977377083018868,-0.976681834339623,-0.976323086226415,-0.938121637735849,-0.945611450377358,-0.967417888301887,-0.93870498490566,-0.973671168679245,-0.979307570377358,-0.987917503962264,-0.976403544716981,-0.945247687358491,-0.96598339754717,-0.933590156792453,-0.933590156792453,-0.968566356037736,-0.918438958867924,-0.97210793,-0.980541336037736,-0.978729082830189,-0.947891986226415,-0.93728796509434,-0.969092161886792,-0.919848139056604,-0.971899418301887
"68","STANDING",8,0.279620986111111,0.957669921111111,0.0753739045185185,-0.0219671978203704,-0.097757576,-0.953762884074074,-0.953762884074074,-0.984920797777778,-0.952848496851852,-0.987580587777778,-0.988219862222222,-0.989029238518519,-0.969677435925926,-0.953746070740741,-0.979745872037037,-0.964564224074074,-0.983709233333333,-0.988815418148148,-0.987690217222222,-0.989198879814815,-0.972990379814815,-0.981573085740741,-0.937187185222222,-0.937187185222222,-0.979932239074074,-0.95322478962963,-0.982460332222222,-0.98918374962963,-0.990414086851852,-0.974200997592593,-0.938628186322222,-0.979135440925926,-0.954119826296296,-0.981832336296296
"69","STANDING",9,0.282310057333333,0.961323502222222,0.0760032053555556,-0.029183136346,-0.095897704,-0.945167482444444,-0.945167482444444,-0.969524578888889,-0.921030223111111,-0.969824044222222,-0.971662692,-0.971313768666667,-0.916974437555556,-0.946330171777778,-0.963242884,-0.929769067777778,-0.967491628,-0.975741252444444,-0.989103160444444,-0.969973398888889,-0.921990612,-0.949105691555556,-0.936105010444444,-0.936105010444444,-0.963764177777778,-0.908291403111111,-0.965287050888889,-0.977579248444444,-0.971278823333333,-0.924738576444444,-0.940265546444444,-0.963593159555556,-0.910909659555556,-0.964770799111111
"70","STANDING",10,0.276650300681818,0.954008785454545,0.0809784390227273,-0.0281854325604545,-0.104753833181818,-0.951988907954545,-0.951988907954545,-0.965163818409091,-0.929787259772727,-0.971637661590909,-0.970099814318182,-0.963565166136364,-0.924005912954545,-0.9401101675,-0.951633690454545,-0.937786743409091,-0.965614081363636,-0.978403481818182,-0.991259485,-0.964311490454545,-0.929895057954545,-0.950367548409091,-0.937264537954545,-0.937264537954545,-0.952058214545455,-0.920486810227273,-0.964409410454545,-0.982949246136364,-0.968612135909091,-0.932273942727273,-0.945048242954545,-0.952105964545455,-0.922961550454545,-0.965055815454545
"71","STANDING",11,0.277715562765957,0.956464535957447,0.0760097721914894,-0.0293141521489362,-0.099519355893617,-0.984853836595745,-0.984853836595745,-0.989242377234043,-0.979978011489362,-0.993428183617021,-0.993808050638298,-0.992385450851064,-0.978301717234043,-0.982255413617021,-0.988636595319149,-0.982576519787234,-0.992981019787234,-0.994978878723404,-0.994529398085106,-0.992527404255319,-0.980242494680851,-0.986690403617021,-0.98030536893617,-0.98030536893617,-0.988853960638298,-0.977071437446808,-0.992579166595745,-0.995573762978723,-0.993414564042553,-0.981009115744681,-0.981503969574468,-0.98802123106383,-0.977437710851064,-0.992277468510638
"72","STANDING",12,0.277405834918033,0.957317821803279,0.0744631761967213,-0.0300030427426229,-0.0976380412377049,-0.941459935081967,-0.941459935081967,-0.968790683278689,-0.888101372786885,-0.969289973606557,-0.976469472295082,-0.971971634098361,-0.890292711147541,-0.945217802786885,-0.960859009508197,-0.902356765573771,-0.963059791967213,-0.981243992459016,-0.985314210491803,-0.972440195081967,-0.883655251803279,-0.955415641803279,-0.935232945245902,-0.935232945245902,-0.962678857213115,-0.852271618032787,-0.961923171967213,-0.983647207377049,-0.975581439016393,-0.884385204098361,-0.939741929016393,-0.964145595245902,-0.850033171967213,-0.962909739016393
"73","STANDING",13,0.277758431052632,0.942695296842105,0.0758630962280702,-0.0295492164431579,-0.0981199986666667,-0.971564243157895,-0.971564243157895,-0.98680002754386,-0.95782537245614,-0.983637634912281,-0.989425965614035,-0.988198276666667,-0.957154108421053,-0.972393559473684,-0.981977536491228,-0.957488799473684,-0.977197403859649,-0.991020759298246,-0.992232401754386,-0.987636104210526,-0.955577395789474,-0.978465124561404,-0.968519673859649,-0.968519673859649,-0.981865616666667,-0.944980198421053,-0.976197659649123,-0.991817705263158,-0.988185112807018,-0.955818411578947,-0.970445378947368,-0.980621262631579,-0.946857485438596,-0.976467330175439
"74","STANDING",14,0.280545613833333,0.875319569,0.0737933748485,-0.0220886526891667,-0.100718458866667,-0.943456847333333,-0.943456847333333,-0.972965788166667,-0.943530016833333,-0.974873328,-0.9726995625,-0.97818164,-0.957111767,-0.949715059833333,-0.970214125833333,-0.944405563833333,-0.969175636833333,-0.973268905,-0.972005366333333,-0.978248526,-0.9610917615,-0.969948875166667,-0.936735577166667,-0.936735577166667,-0.970437182833333,-0.931426203833333,-0.966834217,-0.973605553666667,-0.980396601666667,-0.962741032833333,-0.939799869833333,-0.969677515666667,-0.934815560833333,-0.966019259166667
"75","STANDING",15,0.278915803962264,0.965528899622642,0.0752280703207547,-0.0262433562254717,-0.101358786226415,-0.961207616226415,-0.961207616226415,-0.981495125660377,-0.946961381132076,-0.984407077924528,-0.986724998867925,-0.985353492641509,-0.950380286226415,-0.960337344339623,-0.979078785660377,-0.956733900188679,-0.983188091886792,-0.988949247358491,-0.988432084716981,-0.985459068490566,-0.947790802075472,-0.971514312075472,-0.948600432641509,-0.948600432641509,-0.979994800566038,-0.931286778679245,-0.98143282754717,-0.990060962641509,-0.986934133584906,-0.948275234150943,-0.950204045849057,-0.980184086603774,-0.928838303773585,-0.980329709433962
"76","STANDING",16,0.283497402948718,0.941587749358974,0.0736438905641026,-0.0299337294166667,-0.100107332602564,-0.969948825128205,-0.969948825128205,-0.989205231794872,-0.972528178205128,-0.992848576025641,-0.989427670897436,-0.991038638974359,-0.973157351666667,-0.971082558076923,-0.986502687948718,-0.975448632179487,-0.99117243,-0.989076811794872,-0.985359689871795,-0.991026497435897,-0.973400107564103,-0.987102322692308,-0.95729449448718,-0.95729449448718,-0.986761550641026,-0.964105768461539,-0.990809427435897,-0.989100620641026,-0.991847149615385,-0.973926885,-0.957173571923077,-0.985912716923077,-0.963574736025641,-0.990672800769231
"77","STANDING",17,0.277942503333333,0.904678547435897,0.0740864955641026,-0.0269576937130769,-0.101289168653846,-0.977635981410256,-0.977635981410256,-0.991742753589744,-0.978184576538462,-0.993672973717949,-0.990927533846154,-0.992129225769231,-0.980696264102564,-0.980967748205128,-0.990162798846154,-0.984291131538461,-0.992723939358974,-0.991163919871795,-0.985751365769231,-0.992094005512821,-0.981373082948718,-0.989257196282051,-0.975377309871795,-0.975377309871795,-0.990363248205128,-0.977680837435897,-0.992372117307692,-0.991318528333333,-0.992775377692308,-0.981791318076923,-0.975504840641026,-0.989472086666667,-0.977263418717949,-0.992177303589744
"78","STANDING",18,0.278458805890411,0.947573239863014,0.0753539482328767,-0.0265873248835616,-0.0987174024657534,-0.972607495342466,-0.972607495342466,-0.98596529369863,-0.963006793150685,-0.988685954931507,-0.990409919315068,-0.989544971232877,-0.964428926438356,-0.976797646027397,-0.984987073150685,-0.972352593013699,-0.988960668767123,-0.992019762739726,-0.994270075205479,-0.989436673835616,-0.962254249589041,-0.981970965890411,-0.972285545479452,-0.972285545479452,-0.986015285890411,-0.959797118082192,-0.988519665753425,-0.992789068493151,-0.990287933424657,-0.962272711643836,-0.973264853561644,-0.986277356712329,-0.95911345739726,-0.988407465205479
"79","STANDING",19,0.27817226,0.944045837534247,0.0754120366712329,-0.025090574020274,-0.0990467890520548,-0.960505683561644,-0.960505683561644,-0.983068923561644,-0.94174504109589,-0.985801637671233,-0.987352048356164,-0.985039596164384,-0.947865639178082,-0.968910788767123,-0.979135412739726,-0.958578129589041,-0.984536610136986,-0.989910996849315,-0.992411542465753,-0.984792035205479,-0.946109711917808,-0.97512668739726,-0.962549342465753,-0.962549342465753,-0.979640838082192,-0.937951031506849,-0.983069427945205,-0.991161671369863,-0.985913722328767,-0.946607045616438,-0.964259110821918,-0.979179149452055,-0.936723548493151,-0.982228582191781
"80","STANDING",20,0.278076904657534,0.911231752465753,0.0763556159315068,-0.0241335049573973,-0.102049132684932,-0.92240685739726,-0.92240685739726,-0.956624899041096,-0.883675028630137,-0.94793650109589,-0.96193272890411,-0.959710489315069,-0.881019424794521,-0.921225595205479,-0.940007897123288,-0.879437674794521,-0.929600007123288,-0.967209961232877,-0.981916942054795,-0.959528332191781,-0.886749172739726,-0.921644239863014,-0.910672094794521,-0.910672094794521,-0.938454372328767,-0.843683410273973,-0.926328788356164,-0.96980617890411,-0.963098911506849,-0.890525705068493,-0.918651880273973,-0.936025033013699,-0.849127347123288,-0.927225720410959
"81","STANDING",21,0.27695224258427,0.881213341910112,0.0754543858764045,-0.0191731896359551,-0.103199796370787,-0.958774298089888,-0.958774298089888,-0.974765161910112,-0.949837151797753,-0.976857084157303,-0.978327686179775,-0.976803010674157,-0.956989964269663,-0.962291334157303,-0.970634296404494,-0.956723022359551,-0.976126760674157,-0.981419961123596,-0.982906668876405,-0.97706335011236,-0.962514526067416,-0.971866494606742,-0.956919898202247,-0.956919898202247,-0.97160651494382,-0.945614401797753,-0.976153687752809,-0.982892836629213,-0.979530485393258,-0.964530315842697,-0.960041844382022,-0.97192611741573,-0.947763172921348,-0.977706619550562
"82","STANDING",22,0.279053861587302,0.954064297619048,0.0752322891746032,-0.0275201762126984,-0.0975013472380952,-0.954807661269841,-0.954807661269841,-0.975876006507936,-0.931624303968254,-0.978603529206349,-0.980373909206349,-0.974969214761905,-0.917018098571429,-0.949044483015873,-0.959743877936508,-0.932065270793651,-0.968377798253968,-0.985000527142857,-0.992827298253968,-0.975639080634921,-0.917837043333333,-0.949716028730159,-0.939866315079365,-0.939866315079365,-0.958825095396825,-0.900776555555556,-0.966086148412698,-0.987400306031746,-0.978773000952381,-0.919851782380952,-0.943739135238095,-0.95665395968254,-0.900222411269841,-0.965344726666667
